id,Tipo de vivienda,Barrio,Localidad,Superficie total (m2),Superficie util (m2),Habitaciones,Baños,Año de construccion,Vistas al exterior,Ascensor,Terraza,Balcon,garage,Piscina,Jardin,Aire acondicionado,Calefacción,orientacion,Nota,Estado,Interes,Precio de compra (€),Precio de alquiler,Numero de Planta,Tipo de planta,Certificado energético,Ubicacion: calle y numero,Gastos de la comunidad (€ por mes),Tipo de calefaccion,precio por metro cuadrado (€),Provincia,Distrito,Codigo postal,Vistas al mar,Armarios empotrados,Vivienda accesible,Trastero o bodega,Muebles,Vigilancia,Vivienda de lujo,"Ubicacion: Piso y número, letra o portal",ID de inmobiliaria,Nombre de inmobiliaria,Nombre vivienda,ID mapa ubicacion,Nombre mapa de Ubicacion
102239152,Flat / apartment,El Gòtic,Barcelona,155,143.0,3,2,1855.0,True,True,False,True,False,False,False,False,True,south,"Next to the Santa Caterina Market (jto. Vía Laietana/Princesa) and a step away from the Palau de la Música Catalana.Singular home in an old building from 1855, renovated with an elevator.Bright home (large windows), and apartment with three balconies in El Born. It has double orientation.Beautiful property with a classic layout. Its balconied front has three large and high windows to the outside and at the back, access to the patio. south-west, with three other windows that illuminate and sun the house.Conservation of multiple original elements, high ceilings with wooden beams, which give ample volume to the rooms.Classic 150m² home, to be renovated, updated according to your taste and dreams.Located on the third floor of the building with elevator. The hydraulic mosaic floors, the height of its ceiling (volumetry) and the exposed wooden beams attest to its added historical architectural value.Currently, the area (exterior half) of the house is leased, renewed annually if possible, with a rent of 900.00. - €. Opportunity to maintain additional income while renovating and redistributing the property to your liking.Its ideal distribution would be a home with 3 double bedrooms (perhaps an additional single), 2 full bathrooms en suite, and a third bathroom. Solving the day area with a large living-dining room with panoramic views and a kitchen/dining room.(Currently it has 3 bedrooms, 2 living rooms, 2 kitchens, and 2 bathrooms; segmented into two sub-dwellings within the same unit).Nearby parking. Quick access to all transport and public services. In the most emblematic heart of the Ciutat Vella of Barcelona.Next to the Parc de la Ciutadella, and the Port of Barcelona, 5 min. Walking.Immediate access to the metro station (L4) and you will have various bus lines (47, 120, V15, V17)Consult us in order to resolve your doubts. Thank you very much.*In compliance with law 32917 of February 13, 2018 of the CIVIL CODE OF CATALONIA, which approves the Consumer Information Regulations for the sale and rental of homes in CATALONIA, the client is informed that the notarial and registration expenses and applicable taxes (ITP or AJD VAT) and other expenses inherent to the sale are not included in the price.",a reformar,comprar,455000.0,,3,Intermedia,D,Princesa - Via Laietana Nn 259,134.0,Otro tipo de calefaccion,2935.48,Barcelona,Ciutat Vella,08002,No,Sí,Sí,Sí,Sí,No,No,3º A Portal 1,1,Lucas Fox Barcelona,Flat / apartment Princesa - Via Laietana Nn 259,32,El Gòtic
102239152,Flat / apartment,El Gòtic,Barcelona,155,143.0,3,2,1855.0,True,True,False,True,False,False,False,False,True,south,"Next to the Santa Caterina Market (jto. Vía Laietana/Princesa) and a step away from the Palau de la Música Catalana.Singular home in an old building from 1855, renovated with an elevator.Bright home (large windows), and apartment with three balconies in El Born. It has double orientation.Beautiful property with a classic layout. Its balconied front has three large and high windows to the outside and at the back, access to the patio. south-west, with three other windows that illuminate and sun the house.Conservation of multiple original elements, high ceilings with wooden beams, which give ample volume to the rooms.Classic 150m² home, to be renovated, updated according to your taste and dreams.Located on the third floor of the building with elevator. The hydraulic mosaic floors, the height of its ceiling (volumetry) and the exposed wooden beams attest to its added historical architectural value.Currently, the area (exterior half) of the house is leased, renewed annually if possible, with a rent of 900.00. - €. Opportunity to maintain additional income while renovating and redistributing the property to your liking.Its ideal distribution would be a home with 3 double bedrooms (perhaps an additional single), 2 full bathrooms en suite, and a third bathroom. Solving the day area with a large living-dining room with panoramic views and a kitchen/dining room.(Currently it has 3 bedrooms, 2 living rooms, 2 kitchens, and 2 bathrooms; segmented into two sub-dwellings within the same unit).Nearby parking. Quick access to all transport and public services. In the most emblematic heart of the Ciutat Vella of Barcelona.Next to the Parc de la Ciutadella, and the Port of Barcelona, 5 min. Walking.Immediate access to the metro station (L4) and you will have various bus lines (47, 120, V15, V17)Consult us in order to resolve your doubts. Thank you very much.*In compliance with law 32917 of February 13, 2018 of the CIVIL CODE OF CATALONIA, which approves the Consumer Information Regulations for the sale and rental of homes in CATALONIA, the client is informed that the notarial and registration expenses and applicable taxes (ITP or AJD VAT) and other expenses inherent to the sale are not included in the price.",a reformar,comprar,455000.0,,3,Intermedia,D,Princesa - Via Laietana Nn 23,131.0,Otro tipo de calefaccion,2935.48,Barcelona,Ciutat Vella,08002,No,No,Sí,No,Sí,No,No,3º B Portal 1,1,Lucas Fox Barcelona,Flat / apartment Princesa - Via Laietana Nn 23,32,El Gòtic
102239152,Flat / apartment,El Gòtic,Barcelona,155,143.0,3,2,1855.0,True,True,False,True,False,False,False,False,True,south,"Next to the Santa Caterina Market (jto. Vía Laietana/Princesa) and a step away from the Palau de la Música Catalana.Singular home in an old building from 1855, renovated with an elevator.Bright home (large windows), and apartment with three balconies in El Born. It has double orientation.Beautiful property with a classic layout. Its balconied front has three large and high windows to the outside and at the back, access to the patio. south-west, with three other windows that illuminate and sun the house.Conservation of multiple original elements, high ceilings with wooden beams, which give ample volume to the rooms.Classic 150m² home, to be renovated, updated according to your taste and dreams.Located on the third floor of the building with elevator. The hydraulic mosaic floors, the height of its ceiling (volumetry) and the exposed wooden beams attest to its added historical architectural value.Currently, the area (exterior half) of the house is leased, renewed annually if possible, with a rent of 900.00. - €. Opportunity to maintain additional income while renovating and redistributing the property to your liking.Its ideal distribution would be a home with 3 double bedrooms (perhaps an additional single), 2 full bathrooms en suite, and a third bathroom. Solving the day area with a large living-dining room with panoramic views and a kitchen/dining room.(Currently it has 3 bedrooms, 2 living rooms, 2 kitchens, and 2 bathrooms; segmented into two sub-dwellings within the same unit).Nearby parking. Quick access to all transport and public services. In the most emblematic heart of the Ciutat Vella of Barcelona.Next to the Parc de la Ciutadella, and the Port of Barcelona, 5 min. Walking.Immediate access to the metro station (L4) and you will have various bus lines (47, 120, V15, V17)Consult us in order to resolve your doubts. Thank you very much.*In compliance with law 32917 of February 13, 2018 of the CIVIL CODE OF CATALONIA, which approves the Consumer Information Regulations for the sale and rental of homes in CATALONIA, the client is informed that the notarial and registration expenses and applicable taxes (ITP or AJD VAT) and other expenses inherent to the sale are not included in the price.",a reformar,comprar,455000.0,,3,Intermedia,D,Princesa - Via Laietana Nn 53,126.0,Otro tipo de calefaccion,2935.48,Barcelona,Ciutat Vella,08002,No,No,No,No,No,No,Sí,3º D Portal 1,1,Lucas Fox Barcelona,Flat / apartment Princesa - Via Laietana Nn 53,32,El Gòtic
102239152,Flat / apartment,El Gòtic,Barcelona,155,143.0,3,2,1855.0,True,True,False,True,False,False,False,False,True,south,"Next to the Santa Caterina Market (jto. Vía Laietana/Princesa) and a step away from the Palau de la Música Catalana.Singular home in an old building from 1855, renovated with an elevator.Bright home (large windows), and apartment with three balconies in El Born. It has double orientation.Beautiful property with a classic layout. Its balconied front has three large and high windows to the outside and at the back, access to the patio. south-west, with three other windows that illuminate and sun the house.Conservation of multiple original elements, high ceilings with wooden beams, which give ample volume to the rooms.Classic 150m² home, to be renovated, updated according to your taste and dreams.Located on the third floor of the building with elevator. The hydraulic mosaic floors, the height of its ceiling (volumetry) and the exposed wooden beams attest to its added historical architectural value.Currently, the area (exterior half) of the house is leased, renewed annually if possible, with a rent of 900.00. - €. Opportunity to maintain additional income while renovating and redistributing the property to your liking.Its ideal distribution would be a home with 3 double bedrooms (perhaps an additional single), 2 full bathrooms en suite, and a third bathroom. Solving the day area with a large living-dining room with panoramic views and a kitchen/dining room.(Currently it has 3 bedrooms, 2 living rooms, 2 kitchens, and 2 bathrooms; segmented into two sub-dwellings within the same unit).Nearby parking. Quick access to all transport and public services. In the most emblematic heart of the Ciutat Vella of Barcelona.Next to the Parc de la Ciutadella, and the Port of Barcelona, 5 min. Walking.Immediate access to the metro station (L4) and you will have various bus lines (47, 120, V15, V17)Consult us in order to resolve your doubts. Thank you very much.*In compliance with law 32917 of February 13, 2018 of the CIVIL CODE OF CATALONIA, which approves the Consumer Information Regulations for the sale and rental of homes in CATALONIA, the client is informed that the notarial and registration expenses and applicable taxes (ITP or AJD VAT) and other expenses inherent to the sale are not included in the price.",a reformar,comprar,455000.0,,3,Intermedia,D,Princesa - Via Laietana Nn 165,126.0,Otro tipo de calefaccion,2935.48,Barcelona,Ciutat Vella,08002,No,Sí,Sí,No,No,No,No,3º A Portal 1,1,Lucas Fox Barcelona,Flat / apartment Princesa - Via Laietana Nn 165,32,El Gòtic
102239152,Flat / apartment,El Gòtic,Barcelona,155,143.0,3,2,1855.0,True,True,False,True,False,False,False,False,True,south,"Next to the Santa Caterina Market (jto. Vía Laietana/Princesa) and a step away from the Palau de la Música Catalana.Singular home in an old building from 1855, renovated with an elevator.Bright home (large windows), and apartment with three balconies in El Born. It has double orientation.Beautiful property with a classic layout. Its balconied front has three large and high windows to the outside and at the back, access to the patio. south-west, with three other windows that illuminate and sun the house.Conservation of multiple original elements, high ceilings with wooden beams, which give ample volume to the rooms.Classic 150m² home, to be renovated, updated according to your taste and dreams.Located on the third floor of the building with elevator. The hydraulic mosaic floors, the height of its ceiling (volumetry) and the exposed wooden beams attest to its added historical architectural value.Currently, the area (exterior half) of the house is leased, renewed annually if possible, with a rent of 900.00. - €. Opportunity to maintain additional income while renovating and redistributing the property to your liking.Its ideal distribution would be a home with 3 double bedrooms (perhaps an additional single), 2 full bathrooms en suite, and a third bathroom. Solving the day area with a large living-dining room with panoramic views and a kitchen/dining room.(Currently it has 3 bedrooms, 2 living rooms, 2 kitchens, and 2 bathrooms; segmented into two sub-dwellings within the same unit).Nearby parking. Quick access to all transport and public services. In the most emblematic heart of the Ciutat Vella of Barcelona.Next to the Parc de la Ciutadella, and the Port of Barcelona, 5 min. Walking.Immediate access to the metro station (L4) and you will have various bus lines (47, 120, V15, V17)Consult us in order to resolve your doubts. Thank you very much.*In compliance with law 32917 of February 13, 2018 of the CIVIL CODE OF CATALONIA, which approves the Consumer Information Regulations for the sale and rental of homes in CATALONIA, the client is informed that the notarial and registration expenses and applicable taxes (ITP or AJD VAT) and other expenses inherent to the sale are not included in the price.",a reformar,comprar,455000.0,,3,Intermedia,D,Princesa - Via Laietana Nn 202,136.0,Otro tipo de calefaccion,2935.48,Barcelona,Ciutat Vella,08002,No,No,Sí,Sí,No,Sí,No,3º C Portal 1,1,Lucas Fox Barcelona,Flat / apartment Princesa - Via Laietana Nn 202,32,El Gòtic
102239152,Flat / apartment,El Gòtic,Barcelona,155,143.0,3,2,1855.0,True,True,False,True,False,False,False,False,True,south,"Next to the Santa Caterina Market (jto. Vía Laietana/Princesa) and a step away from the Palau de la Música Catalana.Singular home in an old building from 1855, renovated with an elevator.Bright home (large windows), and apartment with three balconies in El Born. It has double orientation.Beautiful property with a classic layout. Its balconied front has three large and high windows to the outside and at the back, access to the patio. south-west, with three other windows that illuminate and sun the house.Conservation of multiple original elements, high ceilings with wooden beams, which give ample volume to the rooms.Classic 150m² home, to be renovated, updated according to your taste and dreams.Located on the third floor of the building with elevator. The hydraulic mosaic floors, the height of its ceiling (volumetry) and the exposed wooden beams attest to its added historical architectural value.Currently, the area (exterior half) of the house is leased, renewed annually if possible, with a rent of 900.00. - €. Opportunity to maintain additional income while renovating and redistributing the property to your liking.Its ideal distribution would be a home with 3 double bedrooms (perhaps an additional single), 2 full bathrooms en suite, and a third bathroom. Solving the day area with a large living-dining room with panoramic views and a kitchen/dining room.(Currently it has 3 bedrooms, 2 living rooms, 2 kitchens, and 2 bathrooms; segmented into two sub-dwellings within the same unit).Nearby parking. Quick access to all transport and public services. In the most emblematic heart of the Ciutat Vella of Barcelona.Next to the Parc de la Ciutadella, and the Port of Barcelona, 5 min. Walking.Immediate access to the metro station (L4) and you will have various bus lines (47, 120, V15, V17)Consult us in order to resolve your doubts. Thank you very much.*In compliance with law 32917 of February 13, 2018 of the CIVIL CODE OF CATALONIA, which approves the Consumer Information Regulations for the sale and rental of homes in CATALONIA, the client is informed that the notarial and registration expenses and applicable taxes (ITP or AJD VAT) and other expenses inherent to the sale are not included in the price.",a reformar,comprar,455000.0,,3,Intermedia,D,Princesa - Via Laietana Nn 83,138.0,Otro tipo de calefaccion,2935.48,Barcelona,Ciutat Vella,08002,No,No,No,Sí,No,Sí,No,3º B Portal 3,1,Lucas Fox Barcelona,Flat / apartment Princesa - Via Laietana Nn 83,32,El Gòtic
95485228,Flat / apartment,La Barceloneta,Barcelona,110,103.0,2,1,1975.0,False,True,False,False,False,False,False,True,True,south,"Beautiful apartment for sale that has been completely renovated, furnished and equipped ready to move into.Unbeatable area 100 meters from the beach, the Hotel Vela, Club Natació Barcelona and with a great gastronomic offer, close to many bus linesThe house has 110m2 built according to cadastre and 100m2 useful and is composed of two double bedrooms, 1 full bathroom and kitchen with island open to the living room.It is a ground floor with direct entrance from the goal, upon entering we find a hall on the left of which we have the bathroom with a shower and the first double room, to the right a spectacular space opens up consisting of a large kitchen that It has an island in the middle and separates the kitchen from the pleasant dining and living room space.The second double bedroom is entered from the living-dining room space.A parking space is included in the price.The house has individual gas heating as well as hot and cold air ducts in all rooms, it is very bright, parquet floors, aluminum carpentry and comes equipped with appliances.For more information contact Elisabeth by calling or sending whatsapp at and she will be happy to assist you.",en buen estado,comprar,550000.0,,0,Baja,D,calle de l'Escar 145,95.0,Caldera de gas natural,5000.0,Barcelona,,08003,Sí,Sí,No,No,No,No,Sí,Bajo C Portal 2,1,Lucas Fox Barcelona,Flat / apartment C. De L'Escar 145,33,La Barceloneta
103538437,Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,39,31.0,1,1,2006.0,True,True,False,True,False,False,False,True,True,north,"Reference PIS1017vLocated in a building renovated in 2006 with elevator and video intercom.Next to the Arc de Triomphe (1 minute walk) and the Citadel park. Great variety of services in the area and unbeatable public transport to the entire city of Barcelona.CHARACTERISTICS:■ 1-room loft-type home.■ Completely painted in its entirety.■ Brand new split wall hot/cold air conditioning machine with water pump (not bottles).■ Brand new renovated bathroom with microcement (shower + toilet with cushioned lid + mirror and sink).■ Large plank wooden flooring with wide white skirting boards.■ Metal roof and structure with iron girders painted white.■ It has 2 windows (with double glass) and 1 balcony (with double glass) that provide light and ventilation.■ Integrated kitchen with: 1 sink + 2-burner ceramic hob with extractor hood + oven + space for the small refrigerator + washing machine.■ Brand new LED lights + 2 LED strips in the kitchen.■ Electricity and water supply registered (only change of ownership and cc).■ It has a small balcony.Communications:■ M: L1 Arc de Triomf■ RENFE: Arc de Triomf■ BUS: 19, 47, 120, B20, B25, H16, V15, V17, V19For more information contact:..",en buen estado,comprar,235000.0,,4,Intermedia,F,calle d'En Cortines 85,33.0,Bomba de calor (Aerotermia),6025.64,Barcelona,Ciutat Vella,08003,No,Sí,Sí,No,No,No,No,4º D Portal 3,1,Lucas Fox Barcelona,Flat / apartment C. D'En Cortines 85,3,Sant Pere - Santa Caterina i la Ribera
103793629,Flat / apartment,La Dreta de l'Eixample,Barcelona,86,80.0,2,1,1920.0,True,True,True,True,False,False,False,True,True,north,"APARTMENT WITH TERRACE IN GRAN VIA DE LES CORTS CATALANESThe apartment is located on Gran Vía de las Cortes Catalanas with Bailén, in the golden quadrant of the city. The area is very central and has all the services at your fingertips: shops, supermarkets, restaurants, schools, public transport, etc.The apartment is exterior to a block patio, which gives it a lot of calm and tranquility. It is distributed in hall, hallway, two double bedrooms, kitchen, gallery, 21 m2 living room with access to a 10 m2 terrace. The apartment is high, on the actual sixth floor, with an elevator. The bedrooms are spacious and bright.The living room is very spacious and has access to a terrace with views of the city. The apartment was renovated just 5 years ago and has all the comforts. It enjoys great light in all its rooms. It is equipped with double glazed exterior windows, motorized blinds, parquet floors, natural gas heating, air conditioning in the living room, renovated water and electrical installations.This exclusive property of the APIALIA group.DON'T HESITATE ANY MORE AND CALL NOW!",en buen estado,comprar,525000.0,,5,Intermedia,D,Gran Via de les Corts Catalanes 78,74.0,Caldera de gas natural,6104.65,Barcelona,Eixample,08007,No,No,Sí,Sí,Sí,No,Sí,5º B Portal 1,1,Lucas Fox Barcelona,Flat / apartment Gran Via De Les Corts Catalanes 78,4,La Dreta de l'Eixample
103840485,Flat / apartment,La Dreta de l'Eixample,Barcelona,92,84.0,3,2,1920.0,True,True,True,False,False,False,False,True,True,north,"Exclusive renovated apartment that preserves elegance and sun, peace and sun.It has two different areas, one for the day and one for the night.Includes 2 bedrooms, one of them en suite with bathroom,Equipped kitchen, large terrace and the building has an elevator.In respect of the owner's privacy, the images are not publicly available. For more detailed information and to view additional images, we invite you to contact us. We will be happy to assist you and provide you with the information you need.",en buen estado,comprar,749000.0,,1,Intermedia,E,calle de Bailèn 1,79.0,Caldera de gas natural,8141.3,Barcelona,Eixample,08007,No,Sí,Sí,Sí,Sí,No,Sí,1º A Portal 1,1,Lucas Fox Barcelona,Flat / apartment C. De Bailèn 1,4,La Dreta de l'Eixample
103050110,Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,75,62.0,1,1,1995.0,True,True,True,True,False,False,False,True,True,east,"Las Arcadias, a new residential concept for seniors where you can live as you always have and surrounded by the best services.Las Arcadias offers a social and cultural environment similar to what they have done all their lives, and thus they can continue living with independence and dignity, in their own apartment, and in this way they can organize and decorate the entire house in the way that best suits them. like it, with the advantage of having services, common spaces to socialize and also invite family and friends to your own apartment.The house has a large outdoor day area with access to a large balcony which includes living-dining spaces and a kitchen equipped with all appliances.A double bedroom en suite with a separate dressing room and a full bathroom with a shower. It also has a 6 m2 storage room in the same building.The home is part of a quiet apartment complex that enjoys services to provide tranquility, independence, socializing, comfort and freedom to all the people who live in the apartments that make up the property:-High quality restaurant, with room service and at a very reasonable price.-24-hour concierge.-24 hour surveillance.-24-hour nursing.-Repair service.-Emergency buttons.-Laundry-Garbage collection service at the plant.-Activities and workshops.-2 elevators and freight elevators.-Cinema and theater room.-Games and private meeting room.-Parking posibility in the same estate.-Gym.-Chapel.Do not hesitate to call us and we will be happy to organize a visit.",en buen estado,comprar,215000.0,,4,Intermedia,E,"calle de Calabria, 235",63.0,Otro tipo de calefaccion,2866.67,Barcelona,Eixample,08015,No,Sí,Sí,No,No,No,No,4º C Portal 3,1,Lucas Fox Barcelona,"Flat / apartment C. De Calabria, 235",19,La Nova Esquerra de l'Eixample
103165713,Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,75,66.0,3,2,1975.0,True,True,False,True,False,False,False,True,True,south,"NOVA ESQUERRA EIXAMPLE INVESTMENT APARTMENT (Eixample / Nova Esquerra Eixample).Housing for sale with a tenant, ideal for investors, next to the Tarragona L3 metro and in front of the Joan Miro Park, several bus lines and shops around it.Cozy 75m2 house, on a 2nd floor with elevator, all rooms face the block patio so it has a lot of natural light and is distributed in a living-dining room with access to a balcony, a fitted kitchen, 3 bedrooms (1 double and 2 ind), with built-in wardrobes, bathroom with shower and toilet and gallery, it is inside a block patio, very bright and quiet, lots of natural light. Everything in very good condition.It also has heating with natural gas, air conditioning, parquet floors, aluminum and wooden carpentry, electric blinds, armored door. Property in very good condition, with double security door.The home is rented until SEPTEMBER 2026, with a monthly rent of €1,000/month.Investment apartment (with the possibility of visits).Community €137/monthly IBI - €572/yearly.",reformado,comprar,295000.0,,1,Intermedia,D,calle d'Aragó 51,61.0,Caldera de gas natural,3933.33,Barcelona,Eixample,08015,No,Sí,Sí,No,No,Sí,No,1º D Portal 1,1,Lucas Fox Barcelona,Flat / apartment C. D'Aragó 51,19,La Nova Esquerra de l'Eixample
104259672,Flat / apartment,El Clot,Barcelona,81,76.0,3,2,1980.0,True,True,True,False,False,False,False,False,True,north,"In the emblematic neighborhood of Clot, ideally located between the metro stop and the market and surrounded by services and shops, we find this excellent opportunity in a house renovated in 2019 in a building from 1980.The project of this house has an orientation to the North in its main facade and to the East in its rear part.The house consists of a large kitchen with access to a large interior patio. Good sized living room and 3 bedrooms, one of them en suite. A second bathroom for use by the rest of the rooms and a cozy terrace. Renovated aluminum carpentry. Parquet floors in all rooms except kitchen and bathrooms with porcelain. Oak doors in all rooms. It is in very good condition.Building with elevator and automatic doorman.We offer the possibility of two parking spaces in an attached garage, one for a motorcycle and one for a vehicle for €15,000.Do not hesitate to contact us to request more information about this unique home!",en buen estado,comprar,350000.0,,1,Intermedia,E,calle de Soler i Rovirosa 173,71.0,Caldera de gas natural,4320.99,Barcelona,Sant Martí,08018,No,Sí,Sí,No,No,Sí,No,1º C Portal 2,1,Lucas Fox Barcelona,Flat / apartment C. De Soler I Rovirosa 173,34,El Clot
102131028,Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,119,98.0,3,2,1901.0,True,True,True,True,False,False,False,True,True,east,"Spectacular home for sale in the heart of l'EixampleThe property dates back to 1901, with an elevator, it is a fifth floor, real height. The apartment has 119 m2 built, a spacious living room - dining room with access to a balcony with magnificent views of the Eixample. It has 2 double rooms, one of them with a balcony and an office. Separate kitchen, two full bathrooms, one of them with a bathtub. It has parquet floors, heat pump heating and air conditioning. Located close to a commercial area, restaurants, theaters and shops. Connected to the rest of the city by public transport, with the Hospital Clínic metro stop, and FFCC Provença. Various bus stops. Do not hesitate to contact us for more information or to arrange a visit.",reformado,comprar,850000.0,,5,Intermedia,E,calle d'Aribau 205,100.0,Bomba de calor (Aerotermia),7142.86,Barcelona,Eixample,08008,No,No,Sí,No,Sí,No,Sí,5º A Portal 2,1,Lucas Fox Barcelona,Flat / apartment C. D'Aribau 205,20,L'Antiga Esquerra de l'Eixample
103829963,Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,115,110.0,3,2,1966.0,True,True,False,False,False,False,False,True,True,east,"APARTMENT IN AVENIDA SARRIÀ NEXT TO AVENIDA JOSEP TARRADELLAS WITH HIGH QUALITY FINISHESWe present a very bright apartment in the heart of Sarrià (Avinguda Josep Tarradellas/Avinguda Sarrià). This fantastic property is located in a very quiet area and at the same time surrounded by all services and shops.The house is located on the second floor of a Royal building with an elevator.It is a piece that has been recently renovated with quality finishes and very good taste, the current distribution being very optimized and comfortable, differentiating the day area and the night area.From the hall of the house we access a spacious living-dining room, facing E, from where we can enjoy clear views and natural light thanks to its large windows. The kitchen, integrated into the living room, has high quality finishes.Next, we will find two double rooms attached to the first bathroom with a shower that serves both rooms.Following the visit to the property we find the master suite with a full bathroom.The house is located in the Sarria neighborhood, very close to Plaça Francesc Macià and close to Avinguda Sarrià. This area has all the services. We can find shopping centers and traditional commerce. At the same time, it is very close to the neighborhood's CAP and also stands out for being an area very well connected by public transport.If you need more information or want to visit this home, do not hesitate to contact us.",reformado,comprar,615000.0,,2,Intermedia,F,avenida Sarria 260,101.0,Caldera de gas natural,5347.83,Barcelona,Eixample,08008,No,Sí,No,Sí,No,No,No,2º A Portal 3,1,Lucas Fox Barcelona,Flat / apartment Av. Sarria 260,20,L'Antiga Esquerra de l'Eixample
104079936,Flat / apartment,La Trinitat Nova,Barcelona,40,38.0,2,1,1955.0,True,False,False,False,False,False,False,True,True,north,"Spectacular independent villa in the north, housing on two floors, has five bedrooms, three of them on the ground floor, kitchen, two bathrooms and a toilet.Do you need to sell to buy? WE VALUE YOUR APARTMENT FOR FREE AND WITHOUT OBLIGATION! Or if you would like financial advice, do not hesitate to contact us.**Taxes, deed expenses, agency fees and mortgage expenses (if applicable) not included in the price.",reformado,comprar,128000.0,,1,Intermedia,E,calle de Fenals 288,27.0,Bomba de calor (Aerotermia),3200.0,Barcelona,,08033,No,Sí,No,Sí,No,No,No,1º A,1,Lucas Fox Barcelona,Flat / apartment C. De Fenals 288,35,La Trinitat Nova
104357070,Flat / apartment,El Putxet i el Farró,Barcelona,79,64.0,3,1,1964.0,True,True,False,True,False,False,False,False,True,south,"FLAT TO REFURBISH WITH BALCONY IN CRAYWINCKEL STREETLocated in the commercial street Craywinckel we find this property with many possibilities to reform. At the moment it is distributed with a living-dining room with exit to a balcony which is very quiet, three bedrooms, one double en suite and two single. It has a laundry room independent from the kitchen.The area is surrounded by shops and services and is very well communicated with public transport.Do not hesitate to come and visit it!",a reformar,comprar,350000.0,,2,Intermedia,E,calle de Craywinckel 34,64.0,Caldera de gas natural,4430.38,Barcelona,Sarrià-Sant Gervasi,08023,No,No,Sí,No,Sí,No,No,2º C Portal 3,1,Lucas Fox Barcelona,Flat / apartment C. De Craywinckel 34,36,El Putxet i el Farró
103757733,Flat / apartment,Sant Martí de Provençals,Barcelona,97,80.0,3,1,1965.0,True,True,False,True,False,False,False,True,True,east,"RESERVED APARTMENTWelcome to this unique opportunity in Rambla Guipuzcoa! This apartment is spacious and bright, perfect for a family. With an unbeatable location, this fourth floor has a large balcony, ideal to enjoy a good cup of coffee or tea in the tranquility of your home. The three bedrooms, two doubles and one almost double, are perfect to accommodate the whole family.The morning sun illuminates the living room, which has direct access to the balcony. The kitchen is spacious and has everything you need to prepare delicious meals. The bathroom has been updated and is in excellent condition. The farm is well preserved and has two elevators, which facilitates access to the apartment.The area is perfect for those looking for comfort and proximity to shops and gyms. In addition, the metro stop is only 25 meters away, which makes transportation an easy task. With 97 m² built and 80 m² useful, this apartment is ideal for a family.This second-hand/to be renovated apartment has built-in wardrobes, which makes storage not a problem. With a year of construction of 1965, this apartment is a unique opportunity to have a property in one of the best areas of the city. The east-west orientation makes natural light a constant in the home and the air conditioning is a plus on hot days. Don't miss the opportunity to visit this apartment and make it yours!",a reformar,comprar,280000.0,,4,Intermedia,D,"rambla de Guipúzcoa, 60",80.0,Caldera de gas natural,2886.6,Barcelona,Sant Martí,08020,No,No,No,No,No,No,No,4º A Portal 3,1,Lucas Fox Barcelona,"Flat / apartment Rambla De Guipúzcoa, 60",37,Sant Martí de Provençals
104379051,Flat / apartment,La Marina del Port,Barcelona,73,65.0,3,1,1970.0,True,True,False,False,False,False,False,False,True,west,"Incredible opportunity to acquire your new home!We present this charming apartment for sale, located in the upper part of the Paseo de la Zona Franca, 1 minute from the City of Justice. This exterior and bright property, located in a building with a lift, offers you comfort and quality of life.With a total area of 73m2 built, this cozy apartment offers you a spacious and bright exterior living room, perfect to enjoy unforgettable moments with family and friends. In addition, it has three bedrooms, two of them also exterior and full of natural light, creating comfortable and cozy spaces to rest.The kitchen, with access to a laundry area, is perfect for cooking lovers, offering a functional and practical space for your daily needs. The apartment also has a complete bathroom and a hall that welcomes you to your new home.This property is in good condition and has double glazed windows, guaranteeing optimal thermal and acoustic insulation. In addition, you will enjoy gas heating by radiators, providing a warm and comfortable atmosphere in all seasons of the year.Do not miss this unique opportunity to live in a space full of comfort and well-being. Come and discover your new home today!At BIBIR we know that the management of residential properties can be complicated and require a lot of time and effort. That is why we specialize in providing comprehensive solutions for the sale management of your property. With BIBIR, you will have the peace of mind of knowing that your property is in good hands and that you will receive a high quality and efficient service.In customer service. It is important to note that the advertised price does not include taxes, notary, agency and other expenses inherent to a sale. These expenses may vary depending on the type of property, location and other factors.",reformado,comprar,250000.0,,1,Intermedia,E,paseo de la Zona Franca 95,62.0,Caldera de gas natural,3424.66,Barcelona,Sants-Montjuïc,08038,No,Sí,Sí,No,Sí,Sí,No,1º D Portal 1,1,Lucas Fox Barcelona,Flat / apartment Paseo De La Zona Franca 95,23,La Marina del Port
